file_name,Usage,label
3690.png,Private,Nocturnal bird
3691.png,Private,Bird of prey
3692.png,Private,Water-associated bird
3693.png,Public,Other non-passerine bird
3694.png,Private,Water-associated bird
3695.png,Public,Tanager
3696.png,Public,Water-associated bird
3697.png,Public,Water-associated bird
3698.png,Public,Parrot
3699.png,Private,Parrot
3700.png,Public,Nocturnal bird
3701.png,Private,Nocturnal bird
3702.png,Private,Other non-passerine bird
3703.png,Public,Flycatcher
3704.png,Public,Water-associated bird
3705.png,Public,Bird of prey
3706.png,Private,Parrot
3707.png,Public,Nocturnal bird
3708.png,Private,Nocturnal bird
3709.png,Private,Parrot
3710.png,Public,Water-associated bird
3711.png,Private,Other non-passerine bird
3712.png,Private,Nocturnal bird
3713.png,Private,Nocturnal bird
3714.png,Private,Nocturnal bird
3715.png,Private,Nocturnal bird
3716.png,Public,Nocturnal bird
3717.png,Public,Bird of prey
3718.png,Public,Water-associated bird
3719.png,Public,Nocturnal bird
3720.png,Public,Bird of prey
3721.png,Public,Nocturnal bird
3722.png,Private,Nocturnal bird
3723.png,Public,Nocturnal bird
3724.png,Public,Nocturnal bird
3725.png,Public,Bird of prey
3726.png,Private,Bird of prey
3727.png,Public,Parrot
3728.png,Private,Flycatcher
3729.png,Public,Flycatcher
3730.png,Private,Flycatcher
3731.png,Public,Water-associated bird
3732.png,Public,Tanager
3733.png,Public,Water-associated bird
3734.png,Public,Flycatcher
3735.png,Public,Parrot
3736.png,Public,Water-associated bird
3737.png,Private,Tanager
3738.png,Public,Parrot
3739.png,Public,Flycatcher
3740.png,Private,Water-associated bird
3741.png,Private,Nocturnal bird
3742.png,Public,Water-associated bird
3743.png,Private,Parrot
3744.png,Public,Flycatcher
3745.png,Public,Antbird
3746.png,Private,Water-associated bird
3747.png,Private,Antbird
3748.png,Private,Nocturnal bird
3749.png,Private,Water-associated bird
3750.png,Public,Nocturnal bird
3751.png,Public,Nocturnal bird
3752.png,Private,Nocturnal bird
3753.png,Private,Flycatcher
3754.png,Public,Bird of prey
3755.png,Private,Nocturnal bird
3756.png,Public,Water-associated bird
3757.png,Private,Flycatcher
3758.png,Public,Other non-passerine bird
3759.png,Public,Parrot
3760.png,Public,Parrot
3761.png,Public,Water-associated bird
3762.png,Public,Antbird
3763.png,Private,Ground bird
3764.png,Private,Nocturnal bird
3765.png,Public,Tanager
3766.png,Public,Bird of prey
3767.png,Private,Flycatcher
3768.png,Public,Water-associated bird
3769.png,Public,Water-associated bird
3770.png,Private,Flycatcher
3771.png,Public,Flycatcher
3772.png,Public,Parrot
3773.png,Private,Nocturnal bird
3774.png,Private,Nocturnal bird
3775.png,Private,Nocturnal bird
3776.png,Private,Nocturnal bird
3777.png,Private,Nocturnal bird
3778.png,Private,Nocturnal bird
3779.png,Private,Nocturnal bird
3780.png,Private,Nocturnal bird
3781.png,Public,Water-associated bird
3782.png,Public,Nocturnal bird
3783.png,Private,Nocturnal bird
3784.png,Private,Nocturnal bird
3785.png,Public,Nocturnal bird
3786.png,Private,Nocturnal bird
3787.png,Public,Other non-passerine bird
3788.png,Public,Other non-passerine bird
3789.png,Public,Nocturnal bird
3790.png,Private,Ground bird
3791.png,Private,Flycatcher
3792.png,Private,Flycatcher
3793.png,Private,Flycatcher
3794.png,Private,Water-associated bird
3795.png,Public,Flycatcher
3796.png,Public,Nocturnal bird
3797.png,Private,Bird of prey
3798.png,Public,Nocturnal bird
3799.png,Public,Water-associated bird
3800.png,Private,Other non-passerine bird
3801.png,Public,Other non-passerine bird
3802.png,Private,Water-associated bird
3803.png,Public,Flycatcher
3804.png,Public,Water-associated bird
3805.png,Private,Antbird
3806.png,Public,Flycatcher
3807.png,Public,Water-associated bird
3808.png,Public,Antbird
3809.png,Private,Nocturnal bird
3810.png,Public,Antbird
3811.png,Private,Nocturnal bird
3812.png,Private,Nocturnal bird
3813.png,Public,Other non-passerine bird
3814.png,Public,Flycatcher
3815.png,Private,Flycatcher
3816.png,Public,Ground bird
3817.png,Private,Ground bird
3818.png,Private,Ground bird
3819.png,Private,Water-associated bird
3820.png,Private,Nocturnal bird
3821.png,Private,Other non-passerine bird
3822.png,Public,Other non-passerine bird
3823.png,Private,Water-associated bird
3824.png,Public,Water-associated bird
3825.png,Private,Nocturnal bird
3826.png,Public,Water-associated bird
3827.png,Public,Bird of prey
3828.png,Public,Water-associated bird
3829.png,Public,Water-associated bird
3830.png,Private,Antbird
3831.png,Private,Other non-passerine bird
3832.png,Private,Nocturnal bird
3833.png,Public,Flycatcher
3834.png,Public,Bird of prey
3835.png,Private,Water-associated bird
3836.png,Public,Water-associated bird
3837.png,Public,Nocturnal bird
3838.png,Private,Nocturnal bird
3839.png,Public,Nocturnal bird
3840.png,Public,Flycatcher
3841.png,Public,Flycatcher
3842.png,Public,Other non-passerine bird
3843.png,Private,Flycatcher
3844.png,Public,Tanager
3845.png,Public,Tanager
3846.png,Public,Nocturnal bird
3847.png,Private,Flycatcher
3848.png,Private,Flycatcher
3849.png,Private,Other non-passerine bird
3850.png,Private,Flycatcher
3851.png,Public,Water-associated bird
3852.png,Private,Flycatcher
3853.png,Public,Nocturnal bird
3854.png,Private,Nocturnal bird
3855.png,Private,Flycatcher
3856.png,Private,Tanager
3857.png,Private,Tanager
3858.png,Public,Tanager
3859.png,Public,Nocturnal bird
3860.png,Public,Nocturnal bird
3861.png,Public,Parrot
3862.png,Private,Nocturnal bird
3863.png,Public,Bird of prey
3864.png,Private,Bird of prey
3865.png,Public,Other non-passerine bird
3866.png,Private,Water-associated bird
3867.png,Public,Flycatcher
3868.png,Public,Other non-passerine bird
3869.png,Public,Other non-passerine bird
3870.png,Private,Antbird
3871.png,Private,Nocturnal bird
3872.png,Private,Nocturnal bird
3873.png,Private,Flycatcher
3874.png,Private,Water-associated bird
3875.png,Public,Parrot
3876.png,Public,Nocturnal bird
3877.png,Private,Nocturnal bird
3878.png,Private,Flycatcher
3879.png,Private,Bird of prey
3880.png,Private,Flycatcher
3881.png,Private,Parrot
3882.png,Public,Parrot
3883.png,Public,Flycatcher
3884.png,Public,Other non-passerine bird
3885.png,Private,Tanager
3886.png,Private,Other non-passerine bird
3887.png,Private,Flycatcher
3888.png,Private,Other non-passerine bird
3889.png,Public,Water-associated bird
3890.png,Private,Water-associated bird
3891.png,Public,Parrot
3892.png,Public,Antbird
3893.png,Private,Tanager
3894.png,Private,Water-associated bird
3895.png,Private,Flycatcher
3896.png,Private,Flycatcher
3897.png,Public,Water-associated bird
3898.png,Private,Flycatcher
3899.png,Private,Other non-passerine bird
3900.png,Private,Antbird
3901.png,Public,Nocturnal bird
3902.png,Private,Tanager
3903.png,Public,Tanager
3904.png,Public,Water-associated bird
3905.png,Private,Water-associated bird
3906.png,Private,Nocturnal bird
3907.png,Public,Water-associated bird
3908.png,Private,Water-associated bird
3909.png,Private,Flycatcher
3910.png,Public,Tanager
3911.png,Private,Bird of prey
3912.png,Private,Other non-passerine bird
3913.png,Public,Other non-passerine bird
3914.png,Public,Water-associated bird
3915.png,Public,Bird of prey
3916.png,Public,Flycatcher
3917.png,Public,Other non-passerine bird
3918.png,Public,Other non-passerine bird
3919.png,Private,Parrot
3920.png,Public,Water-associated bird
3921.png,Public,Antbird
3922.png,Private,Flycatcher
3923.png,Public,Antbird
3924.png,Private,Nocturnal bird
3925.png,Private,Tanager
3926.png,Private,Bird of prey
3927.png,Private,Parrot
3928.png,Public,Flycatcher
3929.png,Public,Flycatcher
3930.png,Public,Ground bird
3931.png,Private,Tanager
3932.png,Private,Flycatcher
3933.png,Private,Tanager
3934.png,Private,Tanager
3935.png,Private,Ground bird
3936.png,Public,Nocturnal bird
3937.png,Private,Nocturnal bird
3938.png,Public,Parrot
3939.png,Public,Flycatcher
3940.png,Public,Flycatcher
3941.png,Private,Bird of prey
3942.png,Public,Flycatcher
3943.png,Private,Water-associated bird
3944.png,Private,Water-associated bird
3945.png,Public,Ground bird
3946.png,Public,Flycatcher
3947.png,Public,Other non-passerine bird
3948.png,Private,Flycatcher
3949.png,Public,Other non-passerine bird
3950.png,Public,Other non-passerine bird
3951.png,Private,Other non-passerine bird
3952.png,Private,Nocturnal bird
3953.png,Private,Flycatcher
3954.png,Private,Flycatcher
3955.png,Private,Nocturnal bird
3956.png,Public,Tanager
3957.png,Public,Water-associated bird
3958.png,Public,Nocturnal bird
3959.png,Private,Water-associated bird
3960.png,Public,Flycatcher
3961.png,Public,Flycatcher
3962.png,Public,Water-associated bird
3963.png,Private,Parrot
3964.png,Public,Water-associated bird
3965.png,Public,Other non-passerine bird
3966.png,Private,Water-associated bird
3967.png,Public,Bird of prey
3968.png,Private,Flycatcher
3969.png,Public,Other non-passerine bird
3970.png,Private,Antbird
3971.png,Public,Other non-passerine bird
3972.png,Public,Other non-passerine bird
3973.png,Public,Flycatcher
3974.png,Private,Bird of prey
3975.png,Public,Flycatcher
3976.png,Private,Flycatcher
3977.png,Public,Flycatcher
3978.png,Private,Flycatcher
3979.png,Public,Antbird
3980.png,Private,Nocturnal bird
3981.png,Public,Other non-passerine bird
3982.png,Public,Nocturnal bird
3983.png,Public,Ground bird
3984.png,Public,Flycatcher
3985.png,Public,Water-associated bird
3986.png,Private,Nocturnal bird
3987.png,Public,Ground bird
3988.png,Public,Parrot
3989.png,Private,Parrot
3990.png,Private,Water-associated bird
3991.png,Private,Water-associated bird
3992.png,Private,Flycatcher
3993.png,Public,Other non-passerine bird
3994.png,Private,Flycatcher
3995.png,Public,Antbird
3996.png,Public,Water-associated bird
3997.png,Public,Flycatcher
3998.png,Public,Parrot
3999.png,Private,Nocturnal bird
4000.png,Private,Bird of prey
4001.png,Private,Bird of prey
4002.png,Private,Ground bird
4003.png,Public,Nocturnal bird
4004.png,Public,Water-associated bird
4005.png,Private,Bird of prey
4006.png,Public,Flycatcher
4007.png,Private,Nocturnal bird
4008.png,Public,Ground bird
4009.png,Private,Ground bird
4010.png,Public,Bird of prey
4011.png,Public,Water-associated bird
4012.png,Private,Bird of prey
4013.png,Public,Other non-passerine bird
4014.png,Private,Water-associated bird
4015.png,Private,Antbird
4016.png,Public,Flycatcher
4017.png,Private,Antbird
4018.png,Private,Ground bird
4019.png,Public,Flycatcher
4020.png,Private,Water-associated bird
4021.png,Public,Flycatcher
4022.png,Public,Water-associated bird
4023.png,Private,Nocturnal bird
4024.png,Public,Flycatcher
4025.png,Private,Nocturnal bird
4026.png,Public,Flycatcher
4027.png,Private,Bird of prey
4028.png,Private,Other non-passerine bird
4029.png,Private,Flycatcher
4030.png,Private,Flycatcher
4031.png,Private,Bird of prey
4032.png,Public,Flycatcher
4033.png,Public,Other non-passerine bird
4034.png,Private,Water-associated bird
4035.png,Public,Flycatcher
4036.png,Private,Flycatcher
4037.png,Private,Flycatcher
4038.png,Private,Ground bird
4039.png,Private,Water-associated bird
4040.png,Public,Other non-passerine bird
4041.png,Private,Water-associated bird
4042.png,Private,Nocturnal bird
4043.png,Public,Nocturnal bird
4044.png,Private,Nocturnal bird
4045.png,Public,Nocturnal bird
4046.png,Public,Flycatcher
4047.png,Public,Flycatcher
4048.png,Public,Tanager
4049.png,Public,Bird of prey
4050.png,Public,Ground bird
4051.png,Private,Nocturnal bird
4052.png,Private,Water-associated bird
4053.png,Public,Nocturnal bird
4054.png,Public,Flycatcher
4055.png,Public,Flycatcher
4056.png,Private,Antbird
4057.png,Private,Parrot
4058.png,Private,Water-associated bird
4059.png,Public,Water-associated bird
4060.png,Public,Tanager
4061.png,Private,Nocturnal bird
4062.png,Private,Tanager
4063.png,Public,Other non-passerine bird
4064.png,Public,Antbird
4065.png,Private,Water-associated bird
4066.png,Public,Nocturnal bird
4067.png,Public,Water-associated bird
4068.png,Private,Other non-passerine bird
4069.png,Private,Water-associated bird
4070.png,Private,Flycatcher
4071.png,Private,Flycatcher
4072.png,Private,Other non-passerine bird
4073.png,Public,Tanager
4074.png,Public,Flycatcher
4075.png,Public,Other non-passerine bird
4076.png,Public,Other non-passerine bird
4077.png,Private,Tanager
4078.png,Private,Other non-passerine bird
4079.png,Private,Other non-passerine bird
4080.png,Private,Water-associated bird
4081.png,Public,Flycatcher
4082.png,Private,Parrot
4083.png,Public,Other non-passerine bird
4084.png,Private,Flycatcher
4085.png,Private,Parrot
4086.png,Private,Nocturnal bird
4087.png,Private,Antbird
4088.png,Public,Water-associated bird
4089.png,Public,Water-associated bird
4090.png,Public,Bird of prey
4091.png,Private,Nocturnal bird
4092.png,Private,Nocturnal bird
4093.png,Private,Nocturnal bird
4094.png,Private,Other non-passerine bird
4095.png,Private,Other non-passerine bird
4096.png,Private,Other non-passerine bird
4097.png,Private,Tanager
4098.png,Public,Other non-passerine bird
4099.png,Private,Tanager
4100.png,Public,Antbird
4101.png,Public,Nocturnal bird
4102.png,Private,Parrot
4103.png,Private,Other non-passerine bird
4104.png,Public,Water-associated bird
4105.png,Private,Flycatcher
4106.png,Private,Antbird
4107.png,Public,Parrot
4108.png,Private,Water-associated bird
4109.png,Private,Flycatcher
4110.png,Public,Tanager
4111.png,Private,Tanager
4112.png,Public,Nocturnal bird
4113.png,Public,Flycatcher
4114.png,Public,Other non-passerine bird
4115.png,Public,Other non-passerine bird
4116.png,Public,Parrot
4117.png,Public,Other non-passerine bird
4118.png,Private,Flycatcher
4119.png,Public,Tanager
4120.png,Private,Water-associated bird
4121.png,Private,Bird of prey
4122.png,Private,Antbird
4123.png,Private,Nocturnal bird
4124.png,Private,Nocturnal bird
4125.png,Public,Flycatcher
4126.png,Private,Antbird
4127.png,Public,Flycatcher
4128.png,Private,Bird of prey
4129.png,Private,Other non-passerine bird
4130.png,Private,Water-associated bird
4131.png,Public,Flycatcher
4132.png,Public,Water-associated bird
4133.png,Private,Other non-passerine bird
4134.png,Public,Water-associated bird
4135.png,Private,Flycatcher
4136.png,Private,Tanager
4137.png,Private,Nocturnal bird
4138.png,Private,Water-associated bird
4139.png,Public,Water-associated bird
4140.png,Public,Bird of prey
4141.png,Public,Other non-passerine bird
4142.png,Private,Bird of prey
4143.png,Public,Water-associated bird
4144.png,Public,Flycatcher
4145.png,Public,Parrot
4146.png,Public,Flycatcher
4147.png,Private,Tanager
4148.png,Public,Tanager
4149.png,Private,Other non-passerine bird
4150.png,Private,Water-associated bird
4151.png,Public,Nocturnal bird
4152.png,Public,Other non-passerine bird
4153.png,Private,Antbird
4154.png,Public,Flycatcher
4155.png,Public,Bird of prey
4156.png,Private,Nocturnal bird
4157.png,Public,Flycatcher
4158.png,Public,Tanager
4159.png,Public,Other non-passerine bird
4160.png,Public,Antbird
4161.png,Public,Flycatcher
4162.png,Private,Bird of prey
4163.png,Private,Bird of prey
4164.png,Private,Nocturnal bird
4165.png,Public,Other non-passerine bird
4166.png,Private,Antbird
4167.png,Private,Other non-passerine bird
4168.png,Public,Other non-passerine bird
4169.png,Private,Flycatcher
4170.png,Private,Flycatcher
4171.png,Public,Bird of prey
4172.png,Public,Water-associated bird
4173.png,Private,Bird of prey
4174.png,Private,Other non-passerine bird
4175.png,Public,Ground bird
4176.png,Public,Tanager
4177.png,Public,Tanager
4178.png,Private,Flycatcher
4179.png,Private,Flycatcher
4180.png,Private,Flycatcher
4181.png,Private,Other non-passerine bird
4182.png,Private,Parrot
4183.png,Private,Flycatcher
4184.png,Public,Nocturnal bird
4185.png,Public,Nocturnal bird
4186.png,Public,Water-associated bird
4187.png,Private,Flycatcher
4188.png,Private,Water-associated bird
4189.png,Private,Bird of prey
4190.png,Public,Flycatcher
4191.png,Private,Water-associated bird
4192.png,Private,Nocturnal bird
4193.png,Private,Water-associated bird
4194.png,Public,Bird of prey
4195.png,Public,Flycatcher
4196.png,Public,Flycatcher
4197.png,Public,Parrot
4198.png,Private,Nocturnal bird
4199.png,Private,Nocturnal bird
4200.png,Public,Tanager
4201.png,Private,Water-associated bird
4202.png,Private,Flycatcher
4203.png,Public,Tanager
4204.png,Private,Bird of prey
4205.png,Private,Nocturnal bird
4206.png,Private,Bird of prey
4207.png,Private,Bird of prey
4208.png,Private,Water-associated bird
4209.png,Private,Other non-passerine bird
4210.png,Private,Nocturnal bird
4211.png,Public,Other non-passerine bird
4212.png,Public,Other non-passerine bird
4213.png,Public,Bird of prey
4214.png,Private,Flycatcher
4215.png,Public,Bird of prey
4216.png,Private,Other non-passerine bird
4217.png,Private,Water-associated bird
4218.png,Private,Tanager
4219.png,Public,Bird of prey
4220.png,Public,Water-associated bird
4221.png,Public,Flycatcher
4222.png,Private,Water-associated bird
4223.png,Private,Bird of prey
4224.png,Public,Nocturnal bird
4225.png,Public,Flycatcher
4226.png,Public,Other non-passerine bird
4227.png,Private,Flycatcher
4228.png,Private,Water-associated bird
4229.png,Public,Water-associated bird
4230.png,Private,Water-associated bird
4231.png,Public,Bird of prey
4232.png,Private,Nocturnal bird
4233.png,Private,Parrot
4234.png,Private,Flycatcher
4235.png,Public,Water-associated bird
4236.png,Private,Flycatcher
4237.png,Private,Bird of prey
4238.png,Public,Nocturnal bird
4239.png,Public,Nocturnal bird
4240.png,Public,Bird of prey
4241.png,Public,Bird of prey
4242.png,Private,Other non-passerine bird
4243.png,Public,Other non-passerine bird
4244.png,Public,Nocturnal bird
4245.png,Private,Nocturnal bird
4246.png,Public,Parrot
4247.png,Private,Nocturnal bird
4248.png,Public,Other non-passerine bird
4249.png,Public,Bird of prey
4250.png,Public,Flycatcher
4251.png,Public,Parrot
4252.png,Public,Antbird
4253.png,Public,Nocturnal bird
4254.png,Public,Bird of prey
4255.png,Public,Antbird
4256.png,Private,Parrot
4257.png,Private,Flycatcher
4258.png,Public,Tanager
4259.png,Public,Nocturnal bird
4260.png,Private,Antbird
4261.png,Public,Nocturnal bird
4262.png,Public,Bird of prey
4263.png,Public,Nocturnal bird
4264.png,Private,Other non-passerine bird
4265.png,Private,Other non-passerine bird
4266.png,Public,Nocturnal bird
4267.png,Private,Other non-passerine bird
4268.png,Public,Flycatcher
4269.png,Public,Other non-passerine bird
4270.png,Public,Nocturnal bird
4271.png,Private,Other non-passerine bird
4272.png,Public,Nocturnal bird
4273.png,Private,Bird of prey
4274.png,Public,Water-associated bird
4275.png,Private,Water-associated bird
4276.png,Private,Water-associated bird
4277.png,Private,Tanager
4278.png,Private,Flycatcher
4279.png,Public,Bird of prey
4280.png,Public,Nocturnal bird
4281.png,Public,Flycatcher
4282.png,Public,Flycatcher
4283.png,Private,Antbird
4284.png,Public,Parrot
4285.png,Private,Flycatcher
4286.png,Public,Antbird
4287.png,Private,Bird of prey
4288.png,Private,Bird of prey
4289.png,Public,Flycatcher
4290.png,Private,Bird of prey
4291.png,Public,Bird of prey
4292.png,Private,Nocturnal bird
4293.png,Private,Nocturnal bird
4294.png,Private,Bird of prey
4295.png,Private,Nocturnal bird
4296.png,Private,Flycatcher
4297.png,Private,Parrot
4298.png,Private,Nocturnal bird
4299.png,Private,Nocturnal bird
4300.png,Public,Tanager
4301.png,Private,Tanager
4302.png,Private,Nocturnal bird
4303.png,Private,Nocturnal bird
4304.png,Private,Flycatcher
4305.png,Private,Water-associated bird
4306.png,Private,Other non-passerine bird
4307.png,Public,Tanager
4308.png,Public,Nocturnal bird
4309.png,Private,Ground bird
4310.png,Private,Nocturnal bird
4311.png,Private,Flycatcher
4312.png,Public,Water-associated bird
4313.png,Public,Tanager
4314.png,Private,Other non-passerine bird
4315.png,Public,Other non-passerine bird
4316.png,Private,Ground bird
4317.png,Public,Flycatcher
4318.png,Private,Other non-passerine bird
4319.png,Private,Nocturnal bird
4320.png,Private,Nocturnal bird
4321.png,Private,Flycatcher
4322.png,Private,Flycatcher
4323.png,Private,Other non-passerine bird
4324.png,Public,Parrot
4325.png,Public,Water-associated bird
4326.png,Private,Nocturnal bird
4327.png,Private,Nocturnal bird
4328.png,Public,Flycatcher
4329.png,Private,Other non-passerine bird
4330.png,Public,Flycatcher
4331.png,Public,Nocturnal bird
4332.png,Public,Other non-passerine bird
4333.png,Public,Other non-passerine bird
4334.png,Private,Flycatcher
4335.png,Public,Antbird
4336.png,Public,Flycatcher
4337.png,Private,Nocturnal bird
4338.png,Private,Nocturnal bird
4339.png,Private,Nocturnal bird
4340.png,Private,Nocturnal bird
4341.png,Private,Bird of prey
4342.png,Private,Other non-passerine bird
4343.png,Private,Bird of prey
4344.png,Public,Bird of prey
4345.png,Private,Water-associated bird
4346.png,Public,Nocturnal bird
4347.png,Private,Flycatcher
4348.png,Private,Tanager
4349.png,Private,Flycatcher
4350.png,Private,Other non-passerine bird
4351.png,Public,Nocturnal bird
4352.png,Private,Flycatcher
4353.png,Private,Tanager
4354.png,Public,Tanager
4355.png,Private,Other non-passerine bird
4356.png,Private,Tanager
4357.png,Private,Other non-passerine bird
4358.png,Private,Water-associated bird
4359.png,Public,Water-associated bird
4360.png,Private,Flycatcher
4361.png,Private,Flycatcher
4362.png,Private,Nocturnal bird
4363.png,Private,Flycatcher
4364.png,Public,Flycatcher
4365.png,Private,Tanager
4366.png,Private,Water-associated bird
4367.png,Private,Water-associated bird
4368.png,Public,Flycatcher
4369.png,Private,Tanager
4370.png,Private,Water-associated bird
4371.png,Public,Nocturnal bird
4372.png,Public,Other non-passerine bird
4373.png,Public,Water-associated bird
4374.png,Private,Flycatcher
4375.png,Private,Other non-passerine bird
4376.png,Public,Flycatcher
4377.png,Public,Tanager
4378.png,Public,Other non-passerine bird
4379.png,Public,Bird of prey
4380.png,Public,Bird of prey
4381.png,Public,Tanager
4382.png,Public,Other non-passerine bird
4383.png,Public,Nocturnal bird
4384.png,Private,Flycatcher
4385.png,Public,Nocturnal bird
4386.png,Public,Bird of prey
4387.png,Private,Flycatcher
4388.png,Private,Flycatcher
4389.png,Private,Nocturnal bird
4390.png,Private,Flycatcher
4391.png,Private,Flycatcher
4392.png,Private,Other non-passerine bird
4393.png,Public,Nocturnal bird
4394.png,Public,Flycatcher
4395.png,Private,Other non-passerine bird
4396.png,Public,Flycatcher
4397.png,Public,Other non-passerine bird
4398.png,Public,Nocturnal bird
4399.png,Private,Water-associated bird
4400.png,Public,Other non-passerine bird
4401.png,Private,Flycatcher
4402.png,Public,Parrot
4403.png,Public,Bird of prey
4404.png,Public,Bird of prey
4405.png,Public,Parrot
4406.png,Private,Flycatcher
4407.png,Private,Parrot
4408.png,Private,Nocturnal bird
4409.png,Private,Antbird
4410.png,Public,Flycatcher
4411.png,Private,Flycatcher
4412.png,Private,Nocturnal bird
4413.png,Public,Bird of prey
4414.png,Private,Flycatcher
4415.png,Private,Nocturnal bird
4416.png,Public,Nocturnal bird
4417.png,Public,Flycatcher
4418.png,Public,Bird of prey
4419.png,Private,Bird of prey
4420.png,Private,Bird of prey
4421.png,Public,Parrot
4422.png,Private,Flycatcher
4423.png,Public,Flycatcher
4424.png,Private,Other non-passerine bird
4425.png,Private,Nocturnal bird
4426.png,Public,Tanager
4427.png,Private,Flycatcher
4428.png,Public,Flycatcher
4429.png,Private,Flycatcher
4430.png,Private,Parrot
4431.png,Public,Nocturnal bird
4432.png,Private,Bird of prey
4433.png,Private,Water-associated bird
4434.png,Private,Bird of prey
4435.png,Private,Water-associated bird
4436.png,Public,Nocturnal bird
4437.png,Private,Water-associated bird
4438.png,Public,Water-associated bird
4439.png,Private,Other non-passerine bird
4440.png,Public,Bird of prey
4441.png,Private,Bird of prey
4442.png,Public,Tanager
4443.png,Private,Flycatcher
4444.png,Private,Other non-passerine bird
4445.png,Private,Antbird
4446.png,Public,Tanager
4447.png,Public,Bird of prey
4448.png,Private,Ground bird
4449.png,Public,Other non-passerine bird
4450.png,Private,Bird of prey
4451.png,Public,Water-associated bird
4452.png,Public,Water-associated bird
4453.png,Private,Nocturnal bird
4454.png,Private,Nocturnal bird
4455.png,Public,Other non-passerine bird
4456.png,Public,Other non-passerine bird
4457.png,Public,Other non-passerine bird
4458.png,Private,Nocturnal bird
4459.png,Public,Nocturnal bird
4460.png,Private,Ground bird
4461.png,Public,Other non-passerine bird
4462.png,Private,Antbird
4463.png,Private,Flycatcher
4464.png,Private,Antbird
4465.png,Private,Water-associated bird
4466.png,Private,Antbird
4467.png,Private,Nocturnal bird
4468.png,Private,Nocturnal bird
4469.png,Public,Other non-passerine bird
4470.png,Public,Tanager
4471.png,Public,Parrot
4472.png,Private,Flycatcher
4473.png,Private,Other non-passerine bird
4474.png,Public,Other non-passerine bird
4475.png,Public,Nocturnal bird
4476.png,Public,Parrot
4477.png,Public,Water-associated bird
4478.png,Private,Flycatcher
4479.png,Public,Water-associated bird
4480.png,Public,Parrot
4481.png,Public,Water-associated bird
4482.png,Public,Water-associated bird
4483.png,Private,Antbird
4484.png,Public,Water-associated bird
4485.png,Public,Antbird
4486.png,Public,Water-associated bird
4487.png,Private,Water-associated bird
4488.png,Public,Flycatcher
4489.png,Private,Nocturnal bird
4490.png,Public,Other non-passerine bird
4491.png,Private,Water-associated bird
4492.png,Public,Other non-passerine bird
4493.png,Private,Nocturnal bird
4494.png,Private,Other non-passerine bird
4495.png,Public,Bird of prey
4496.png,Private,Flycatcher
4497.png,Private,Water-associated bird
4498.png,Public,Water-associated bird
4499.png,Private,Water-associated bird
4500.png,Private,Bird of prey
4501.png,Public,Other non-passerine bird
4502.png,Public,Tanager
4503.png,Private,Flycatcher
4504.png,Private,Antbird
4505.png,Public,Other non-passerine bird
4506.png,Private,Antbird
4507.png,Private,Flycatcher
4508.png,Public,Flycatcher
4509.png,Private,Flycatcher
4510.png,Public,Water-associated bird
4511.png,Private,Water-associated bird
4512.png,Private,Flycatcher
4513.png,Private,Nocturnal bird
4514.png,Public,Water-associated bird
4515.png,Public,Flycatcher
4516.png,Private,Tanager
4517.png,Private,Flycatcher
4518.png,Public,Flycatcher
4519.png,Private,Antbird
4520.png,Public,Nocturnal bird
4521.png,Private,Flycatcher
4522.png,Public,Antbird
4523.png,Public,Flycatcher
4524.png,Public,Nocturnal bird
4525.png,Public,Nocturnal bird
4526.png,Public,Bird of prey
4527.png,Private,Water-associated bird
4528.png,Public,Flycatcher
4529.png,Private,Tanager
4530.png,Private,Water-associated bird
4531.png,Public,Flycatcher
4532.png,Private,Water-associated bird
4533.png,Public,Nocturnal bird
4534.png,Private,Bird of prey
4535.png,Public,Water-associated bird
4536.png,Public,Water-associated bird
4537.png,Public,Flycatcher
4538.png,Public,Nocturnal bird
4539.png,Private,Bird of prey
4540.png,Public,Flycatcher
4541.png,Private,Bird of prey
4542.png,Public,Water-associated bird
4543.png,Public,Water-associated bird
4544.png,Public,Other non-passerine bird
4545.png,Public,Bird of prey
4546.png,Public,Nocturnal bird
4547.png,Public,Nocturnal bird
4548.png,Public,Parrot
4549.png,Private,Water-associated bird
4550.png,Public,Nocturnal bird
4551.png,Public,Other non-passerine bird
4552.png,Public,Other non-passerine bird
4553.png,Private,Water-associated bird
4554.png,Private,Nocturnal bird
4555.png,Public,Nocturnal bird
4556.png,Private,Flycatcher
4557.png,Private,Flycatcher
4558.png,Public,Nocturnal bird
4559.png,Public,Bird of prey
4560.png,Public,Antbird
4561.png,Public,Water-associated bird
4562.png,Public,Nocturnal bird
4563.png,Private,Bird of prey
4564.png,Private,Antbird
4565.png,Public,Nocturnal bird
4566.png,Public,Nocturnal bird
4567.png,Private,Nocturnal bird
4568.png,Private,Antbird
4569.png,Private,Water-associated bird
4570.png,Public,Other non-passerine bird
4571.png,Public,Parrot
4572.png,Public,Parrot
4573.png,Public,Other non-passerine bird
4574.png,Public,Flycatcher
4575.png,Public,Flycatcher
4576.png,Private,Water-associated bird
4577.png,Public,Water-associated bird
4578.png,Private,Flycatcher
4579.png,Private,Tanager
4580.png,Public,Tanager
4581.png,Public,Nocturnal bird
4582.png,Private,Parrot
4583.png,Public,Tanager
4584.png,Private,Tanager
4585.png,Private,Nocturnal bird
4586.png,Public,Antbird
4587.png,Private,Flycatcher
